mCode,mTitle,mUPC,mBrand,mIngredients,mNutrients,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
200,SESAME SEEDED SANDWICH ROLLS,688267094309,"Ahold Usa, Inc.","UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON [FERROUS SULFATE], THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, YEAST, SUGAR, SOYBEAN AND/OR CANOLA OIL, CONTAINS 2% OR LESS OF: SESAME SEEDS, WHEAT GLUTEN, SALT, CULTURED WHEAT FLOUR, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONO AND DIGLYCERIDES, ASCORBIC ACID, ENZYMES), CALCIUM PROPIONATE (PRESERVATIVE), YEAST NUTRIENTS (MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM SULFATE), WHEAT STARCH, SOYBEAN LECITHIN, VINEGAR.","['Fiber, total dietary: 0.0g', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 9.3g', 'Total lipid (fat): 4.65g', 'Carbohydrate, by difference: 46.51g', 'Energy: 279.0kcal', 'Sugars, total including NLEA: 6.98g', 'Calcium, Ca: 116.0mg', 'Iron, Fe: 2.33mg', 'Potassium, K: 93.0mg', 'Sodium, Na: 442.0mg', 'Thiamin: 1.0mg', 'Riboflavin: 0.465mg', 'Niacin: 6.512mg', 'Folic acid: 81.0µg', 'Sugars, added: 4.7g', 'Fatty acids, total trans: 0.0g']",688267094309,Sandwich Rolls,Stop & Shop Brand,Sesame Seeded Sandwich Enriched Rolls,75,Pasta & Noodles,Grains
200,HONEY WHEAT BREAD,688267097126,"Ahold Usa, Inc.","ENRICHED WHEAT FLOUR (FLOUR, MALTED BARLEY FLOUR, REDUCED IRON, NIACIN, THIAMIN MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID) WATER, HONEY, WHEAT BRAN, WHOLE WHEAT FLOUR, YEAST, SUGAR, WHEAT GLUTEN, SOYBEAN OIL, SALT, CALCIUM PROPIONATE (PRESERVATIVE), MONOGLYCERIDES, GRAIN VINEGAR, DATEM, ETHOXYLATED MONO- AND DIGLYCERIDES, CITRIC ACID, MONOCALCIUM PHOSPHATE, SOY LECITHIN, CALCIUM SULFATE, POTASSIUM IODATE.","['Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 7.69g', 'Total lipid (fat): 3.85g', 'Carbohydrate, by difference: 50.0g', 'Energy: 269.0kcal', 'Sugars, total including NLEA: 7.69g', 'Calcium, Ca: 96.0mg', 'Iron, Fe: 3.08mg', 'Potassium, K: 96.0mg', 'Sodium, Na: 385.0mg', 'Thiamin: 0.0mg', 'Riboflavin: 0.385mg', 'Niacin: 4.231mg', 'Folic acid: 77.0µg', 'Sugars, added: 7.7g', 'Fatty acids, total trans: 0.0g', 'Fiber, total dietary: 3.8g']",688267097126,Honey Wheat Bread,Stop & Shop Brand,Honey Wheat Bread,60,Bread Products,Grains
200,"GIANT, CAVATAPPI, ENRICHED MACARONI PRODUCT",688267097676,"Ahold USA, Inc.","DURUM WHEAT SEMOLINA, (ENRICHED WITH IRON [FERROUS SULFATE] AND B VITAMINS [NIACIN, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID]).","['Calcium, Ca: 0.0mg', 'Iron, Fe: 3.21mg', 'Sodium, Na: 0.0mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Thiamin: 1.0mg', 'Riboflavin: 0.304mg', 'Niacin: 5.357mg', 'Folate, total: 214.0µg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 12.5g', 'Total lipid (fat): 1.79g', 'Carbohydrate, by difference: 75.0g', 'Energy: 375.0kcal', 'Sugars, total including NLEA: 5.36g', 'Fiber, total dietary: 3.6g', 'Fatty acids, total trans: 0.0g']",688267097676,Cavatappi,Stop & Shop Brand,Cavatappi,21,Breakfast Cereals,Grains
200,ROUND TOP WHITE ENRICHED BREAD,688267130540,"Ahold Usa, Inc.","UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SUGAR, YEAST, CONTAINS 2% OR LESS OF THE FOLLOWING: SOYBEAN AND/OR CANOLA OIL, SALT, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONO- AND DIGLYCERIDES, ASCORBIC ACID, ENZYMES), WHEAT GLUTEN, CALCIUM PROPIONATE (PRESERVATIVE), SOY LECITHIN, YEAST NUTRIENTS (MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM SULFATE), VINEGAR.","['Fiber, total dietary: 0.0g', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 8.0g', 'Total lipid (fat): 3.0g', 'Carbohydrate, by difference: 48.0g', 'Energy: 260.0kcal', 'Sugars, total including NLEA: 4.0g', 'Calcium, Ca: 40.0mg', 'Iron, Fe: 2.0mg', 'Potassium, K: 80.0mg', 'Sodium, Na: 460.0mg', 'Thiamin: 1.0mg', 'Riboflavin: 0.4mg', 'Niacin: 6.4mg', 'Sugars, added: 4.0g', 'Fatty acids, total trans: 0.0g']",688267130540,Bread,Stop & Shop Brand,"Bread, Round Top, Enriched, White",90,Pasta & Noodles,Grains
200,100% WHOLE WHEAT BREAD,688267134029,"Ahold Usa, Inc.","WHOLE WHEAT FLOUR, WATER, SUGAR, SOYBEAN AND/OR CANOLA OIL, YEAST, CONTAINS 2% OR LESS OF THE FOLLOWING: WHEAT GLUTEN, SALT, MOLASSES, DOUGH CONDITIONERS (SODIUM STEAROYL LACTYLATE, MONO- AND DIGLYCERIDES, ASCORBIC ACID, ENZYMES), WHEAT STARCH, SOYBEAN LECITHIN, CALCIUM PROPIONATE (PRESERVATIVE), YEAST NUTRIENTS (MONOCALCIUM PHOSPHATE, CALCIUM SULFATE, AMMONIUM SULFATE), VINEGAR.","['Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 7.14g', 'Total lipid (fat): 5.36g', 'Carbohydrate, by difference: 42.86g', 'Energy: 250.0kcal', 'Sugars, total including NLEA: 3.57g', 'Fiber, total dietary: 7.1g', 'Calcium, Ca: 107.0mg', 'Iron, Fe: 3.57mg', 'Potassium, K: 214.0mg', 'Sodium, Na: 446.0mg', 'Sugars, added: 3.6g', 'Fatty acids, total trans: 0.0g']",688267134029,100% Whole Wheat Bread,Stop & Shop Brand,100% Whole Wheat Bread,65,Breakfast Cereals,Grains
200,HONEY WHEAT BREAD,835841006900,Gold Medal Bakery Inc.,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, WHOLE WHEAT FLOUR, HONEY, BROWN SUGAR, MOLASSES, SOYBEAN OIL, YEAST, WHEAT GLUTEN CONTAINS 2% OR LESS OF THE FOLLOWING: CULTURED WHEAT FLOUR, SALT CALCIUM SULFATE, ENZYMES, ASCORBIC ACID, SOY LECITHIN.","['Calcium, Ca: 62.0mg', 'Iron, Fe: 3.38mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Thiamin: 0.0mg', 'Riboflavin: 0.319mg', 'Niacin: 3.75mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 9.38g', 'Total lipid (fat): 3.12g', 'Carbohydrate, by difference: 50.0g', 'Energy: 250.0kcal', 'Sugars, total including NLEA: 6.25g', 'Fiber, total dietary: 3.1g', 'Sodium, Na: 422.0mg', 'Fatty acids, total trans: 0.0g']",835841006900,Bread,Panera Bread,Honey Wheat Sliced Bread,83,Bread Products,Grains
200,MULTI-GRAIN BREAD,835841006931,Gold Medal Bakery Inc.,"WHOLE WHEAT FLOUR, WATER, WHOLE OAT GROATS, WHEAT GLUTEN, YEAST, SUNFLOWER SEEDS, CONTAINS 2% OR LESS OF THE FOLLOWING: MILLET, CRACKED WHEAT, BROWN SUGAR, SOYBEAN OIL, CULTURED WHEAT FLOUR, SALT, GROUND FLAX SEED, FERMENTED RYE FLOUR, ROLLED OATS, MALTED BARLEY FLOUR, VINEGAR, DRIED MOLASSES, ENZYMES, ASCORBIC ACID, CALCIUM SULFATE, SOY LECITHIN.","['Calcium, Ca: 53.0mg', 'Iron, Fe: 2.84mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Thiamin: 0.0mg', 'Riboflavin: 0.179mg', 'Niacin: 2.105mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 13.16g', 'Total lipid (fat): 3.95g', 'Carbohydrate, by difference: 39.47g', 'Energy: 263.0kcal', 'Sugars, total including NLEA: 5.26g', 'Fiber, total dietary: 5.3g', 'Sodium, Na: 474.0mg', 'Fatty acids, total trans: 0.0g']",835841006931,Bread,Panera Bread at Home,"Whole Grain, Multi-Grain Bread",55,Pancakes & Waffles,Grains
200,MULTI-GRAIN 8 LOW-IN-CARB WRAPS,849455000032,TUMAROS,"WATER, OAT FIBER, WHOLE WHEAT FLOUR, SOY BEAN FLOUR, WHEAT GLUTEN, CANOLA OIL, CALCIUM PROPIONATE*, ALUMINUM FREE BAKING POWDER (CORNSTARCH, SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), LECITHIN, MONO-DIGLYCERIDES, SALT, POTASSIUM SORBATE*, FUMARIC ACID*, SESAME SEED FLOUR, XANTHAN GUM, GUAR GUM, SODIUM METABISULFITE*.","['Calcium, Ca: 375.0mg', 'Iron, Fe: 2.7mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 15.0g', 'Total lipid (fat): 5.0g', 'Carbohydrate, by difference: 27.5g', 'Energy: 150.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 17.5g', 'Sodium, Na: 250.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total monounsaturated: 2.5g', 'Fatty acids, total polyunsaturated: 1.25g']",849455000032,Wraps,Tumaro's,"Waps, Low In Carb Multigrain",80,Breakfast Cereals,Grains
200,O'S CEREAL,884912273116,POST,"CORN FLOUR, SUGAR, WHOLE GRAIN OAT FLOUR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, CORN SYRUP, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID), SALT. DEGERMED CORN MEAL, NATURAL AND ARTIFICIAL FLAVOR, CORNSTARCH, PALM OIL, TITANIUM DIOXIDE (COLOR), UNSWEETENED CHOCOLATE, HIGH FRUCTOSE CORN SYRUP, LEAVENING (BAKING SODA AND/OR CALCIUM PHOSPHATE), SOY LECITHIN, BHT TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (A B-VITAMIN), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.","['Calcium, Ca: 0.0mg', 'Iron, Fe: 12.0mg', 'Zinc, Zn: 3.0mg', 'Vitamin A, IU: 0.0IU', 'Vitamin D: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Thiamin: 2.0mg', 'Riboflavin: 0.0mg', 'Niacin: 4.0mg', 'Pantothenic acid: 1.333mg', 'Vitamin B-6: 0.4mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 3.33g', 'Total lipid (fat): 5.0g', 'Carbohydrate, by difference: 83.33g', 'Energy: 400.0kcal', 'Sugars, total including NLEA: 43.33g', 'Potassium, K: 150.0mg', 'Sodium, Na: 500.0mg', 'Fatty acids, total trans: 0.0g', 'Fiber, total dietary: 3.3g']",884912273116,Cereal,Oreo,Oreo Cereal,47,Breakfast Cereals,Grains
200,SEAFOOD SNACKERS,715166138046,"Trans-Ocean Products, Inc.","ALASKA POLLOCK (MSC CERTIFIED), WATER, EGG WHITES, CORN STARCH, SUGAR, SORBITOL, CONTAINS 2% OR LESS OF: KING CRAB MEAT, NATURAL AND ARTIFICIAL FLAVOR (EXTRACTS OF BLUE CRAB, SNOW CRAB, LOBSTER, AND ALASKA POLLOCK), REFINED FISH OIL* (ANCHOVY, SARDINE), RICE WINE (WATER, RICE, KOJI), MODIFIED TAPIOCA STARCH, SEA SALT, CARRAGEENAN, YAM FLOUR, POTASSIUM CHLORIDE, DISODIUM INOSINATE, SODIUM PYROPHOSPHATE, SOY LECITHIN, CARMINE, PAPRIKA, COLOR ADDED.","['Total lipid (fat): 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 0.0mg', 'Iron, Fe: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 7.06g', 'Carbohydrate, by difference: 15.29g', 'Energy: 94.0kcal', 'Sugars, total including NLEA: 4.71g', 'Sodium, Na: 459.0mg', 'Sugars, added: 4.7g', 'Cholesterol: 6.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total monounsaturated: 0.0g', 'Fatty acids, total polyunsaturated: 0.0g']",715166138046,Snackers,TransOcean,"Snackers, Seafood",42,Prepared,Fish and seafood
200,"ICY OCEAN, RAW EZ PEEL PINK SHRIMP WILD CAUGHT",748252917034,"Rje Trade International, Inc.","WILD CAUGHT SHRIMP, METABISULFITE (E223), SODIUM TRIPOLY PHOSPHATE (USED TO RETAIN MOISTURE).","['Fiber, total dietary: 0.0g', 'Calcium, Ca: 53.0mg', 'Iron, Fe: 1.59mg', 'Vitamin A, IU: 44.0IU', 'Vitamin C, total ascorbic acid: 0.5mg', 'Fatty acids, total saturated: 0.53g', 'Protein: 20.35g', 'Total lipid (fat): 1.77g', 'Carbohydrate, by difference: 0.88g', 'Energy: 106.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 142.0mg', 'Cholesterol: 150.0mg', 'Fatty acids, total trans: 0.0g']",748252917034,Shrimp,Icy Ocean,Raw Wild Caught Peel Pink Shrimp,85,Unseasoned,Fish and seafood
200,EXTRA LARGE UNCOOKED SHRIMP,888670009765,BJ's Wholesale Club / Corporate Brands,"SHRIMP, SEA SALT.","['Total lipid (fat): 0.0g', 'Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Vitamin D: 0.0IU', 'Fatty acids, total saturated: 0.0g', 'Protein: 16.81g', 'Energy: 71.0kcal', 'Sugars, total including NLEA: 0.0g', 'Calcium, Ca: 53.0mg', 'Iron, Fe: 0.27mg', 'Potassium, K: 133.0mg', 'Sodium, Na: 327.0mg', 'Cholesterol: 155.0mg', 'Fatty acids, total trans: 0.0g']",888670009765,Shrimp,Wellsley Farms,Extra Large Uncooked Shrimp,80,Unseasoned,Fish and seafood
200,"HEALTHY IDEAS, PURE ORANGE JUICE",688267162701,HEALTHY IDEAS,ORANGE JUICE.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 8.0mg', 'Sodium, Na: 0.0mg', 'Vitamin C, total ascorbic acid: 30.0mg', 'Protein: 0.83g', 'Carbohydrate, by difference: 10.83g', 'Energy: 46.0kcal', 'Sugars, total including NLEA: 9.17g', 'Potassium, K: 188.0mg']",688267162701,Juice,Stop & Shop,Orange Juice,70,Fruit Juice,Drinks
200,"GLACEAU, VITAMINWATER ZERO, WATER BEVERAGE, FRUIT PUNCH",786162003744,Energy Brands Inc.-Glaceau,"REVERSE OSMOSIS WATER, LESS THAN 1% OF: ERYTHRITOL, MONO-POTASSIUM PHOSPHATE AND DI-POTASSIUM PHOSPHATE AND MAGNESIUM LACTATE AND CALCIUM LACTATE (ELECTROLYTE SOURCES), CITRIC ACID, VITAMIN C (ASCORBIC ACID), FRUIT AND VEGETABLE JUICE (COLOR), STEVIA LEAF EXTRACT, NATURAL FLAVORS, VITAMIN B3 (NIACINAMIDE), VITAMIN B5 (CALCIUM PANTOTHENATE), GUM ACACIA. GLYCEROL ESTER OF ROSIN, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B12 (CYANOCOBALAMIN)","['Total lipid (fat): 0.0g', 'Sodium, Na: 0.0mg', 'Vitamin C, total ascorbic acid: 10.2mg', 'Niacin: 3.384mg', 'Pantothenic acid: 1.692mg', 'Vitamin B-6: 0.338mg', 'Vitamin B-12: 1.02µg', 'Protein: 0.0g', 'Carbohydrate, by difference: 0.68g', 'Energy: 0.0kcal', 'Sugars, total including NLEA: 0.0g', 'Potassium, K: 149.0mg']",786162003744,Sports Drink,Vitaminwater,Zero Revive Fruit Punch Nutrient Enhanced Water Beverage,60,Sweetened Water,Drinks
200,ANTIOXIDANT BEVERAGE,852311004037,BAI,"FILTERED WATER, BAI PROPRIETARY SWEETENER BLEND (ERYTHRITOL, STEVIA LEAF EXTRACT), POMEGRANATE JUICE CONCENTRATE, NATURAL FLAVORS, MALIC ACID, CITRIC ACID, FRUIT AND VEGETABLE JUICE (FOR COLOR), COFFEEFRUIT EXTRACT, WHITE TEA EXTRACT, VITAMIN C (ASCORBIC ACID), SODIUM CITRATE.","['Total lipid (fat): 0.0g', 'Vitamin C, total ascorbic acid: 2.5mg', 'Protein: 0.0g', 'Carbohydrate, by difference: 2.53g', 'Energy: 2.0kcal', 'Sugars, total including NLEA: 0.42g', 'Sodium, Na: 2.0mg']",852311004037,Antioxidant Beverage,"Bai,  Bai Brands Llc","Antioxidant Infusion, Antioxidant Beverage, Ipanema Pomegranate",60,Sweetened Water,Drinks
200,"WELLSLEY FARMS, ORANGE JUICE",888670006481,BJ's Wholesale Club / Corporate Brands,"100% ORANGE JUICE FROM CONCENTRATE (FILTERED WATER, CONCENTRATED ORANGE JUICE).","['Total lipid (fat): 0.0g', 'Calcium, Ca: 8.0mg', 'Vitamin C, total ascorbic acid: 30.0mg', 'Protein: 0.83g', 'Carbohydrate, by difference: 10.83g', 'Energy: 46.0kcal', 'Sugars, total including NLEA: 9.17g', 'Sodium, Na: 4.0mg']",888670006481,Orange Juice,Wellsley Farms,100% Orange Juice,70,Fruit Juice,Drinks
200,BLACKOUT BERRY SUPERDRINK,858176002119,"Body Armor Nutrition, LLC","FILTERED WATER, PURE CANE SUGAR, COCONUT WATER CONCENTRATE, CITRIC ACID, DIPOTASSIUM PHOSPHATE (ELECTROLYTE), VEGETABLE JUICE CONCENTRATE (COLOR), ASCORBIC ACID (VITAMIN C), MAGNESIUM OXIDE (ELECTROLYTE), NATURAL BERRY FLAVOR WITH OTHER NATURAL FLAVORS, CALCIUM D-PANTOTHENATE (VITAMIN B5), NIACINAMIDE (VITAMIN B3), ALPHA-TOCOPHERYL ACETATE (VITAMIN E), ZINC OXIDE (ELECTROLYTE), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), VITAMIN A PALMITATE (VITAMIN A), FOLIC ACID (VITAMIN B9), CYANOCOBALAMIN (VITAMIN B12).","['Total lipid (fat): 0.0g', 'Magnesium, Mg: 14.0mg', 'Zinc, Zn: 2.22mg', 'Vitamin A, IU: 1057.0IU', 'Vitamin C, total ascorbic acid: 12.7mg', 'Niacin: 8.457mg', 'Pantothenic acid: 4.228mg', 'Vitamin B-6: 0.846mg', 'Vitamin B-12: 2.54µg', 'Protein: 0.0g', 'Carbohydrate, by difference: 7.61g', 'Energy: 30.0kcal', 'Sugars, total including NLEA: 7.61g', 'Potassium, K: 148.0mg', 'Sodium, Na: 8.0mg']",00858176002119D,Sports Drink,BodyArmor,"SuperDrink, Blackout Berry",70,Sweetened Water,Drinks
200,FRESH WHITE EGGS,688267033551,"Ahold Usa, Inc.",,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 32.0mg', 'Iron, Fe: 1.71mg', 'Potassium, K: 111.0mg', 'Vitamin D: 38.0IU', 'Protein: 12.7g', 'Total lipid (fat): 9.52g', 'Energy: 143.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 143.0mg', 'Cholesterol: 373.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.17g']",688267033551,Eggs,Giant,"Eggs, White",90,Eggs & Substitutes,Dairy and eggs
200,FRESH WHITE EGGS,688267033582,"Ahold Usa, Inc.",,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 40.0mg', 'Iron, Fe: 2.16mg', 'Potassium, K: 140.0mg', 'Vitamin D: 48.0IU', 'Protein: 12.0g', 'Total lipid (fat): 10.0g', 'Energy: 140.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 140.0mg', 'Cholesterol: 370.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.0g']",688267033582,Eggs,Giant,"Eggs, Large White",90,Eggs & Substitutes,Dairy and eggs
200,FRESH EXTRA LARGE WHITE EGGS,688267033612,"Ahold Usa, Inc.",,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 36.0mg', 'Iron, Fe: 1.93mg', 'Potassium, K: 125.0mg', 'Vitamin D: 43.0IU', 'Protein: 12.5g', 'Total lipid (fat): 8.93g', 'Energy: 143.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 143.0mg', 'Cholesterol: 375.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.57g']",688267033612,Extra Large Eggs,Giant,"Extra Large Eggs, 1 Dozen",90,Eggs & Substitutes,Dairy and eggs
200,LARGE BROWN EGGS,688267033629,"Ahold Usa, Inc.",,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 40.0mg', 'Iron, Fe: 2.16mg', 'Potassium, K: 140.0mg', 'Vitamin D: 48.0IU', 'Protein: 12.0g', 'Total lipid (fat): 10.0g', 'Energy: 140.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 140.0mg', 'Cholesterol: 370.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.0g']",688267033629,Large Brown Eggs,Giant,"Large Brown Eggs, 1 Dozen",90,Eggs & Substitutes,Dairy and eggs
200,GREEK NONFAT YOGURT,688267034558,"Ahold Usa, Inc.",CULTURED PASTEURIZED SKIM MILK.,"['Total lipid (fat): 0.0g', 'Iron, Fe: 0.0mg', 'Vitamin D: 0.0IU', 'Fatty acids, total saturated: 0.0g', 'Protein: 10.0g', 'Carbohydrate, by difference: 4.12g', 'Energy: 59.0kcal', 'Sugars, total including NLEA: 3.53g', 'Calcium, Ca: 109.0mg', 'Potassium, K: 142.0mg', 'Sodium, Na: 35.0mg', 'Cholesterol: 6.0mg', 'Fatty acids, total trans: 0.0g', 'Fiber, total dietary: 0.6g']",688267034558,Greek Nonfat Yogurt Plain All Natural,Stop & Shop Brand,Greek Nonfat Yogurt Plain All Natural,90,Yogurts & Dairy Drinks,Dairy and eggs
200,OMEGA-3 FRESH BROWN EGGS,688267039317,"Ahold Usa, Inc.",,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Calcium, Ca: 40.0mg', 'Iron, Fe: 1.44mg', 'Vitamin A, IU: 600.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 12.0g', 'Total lipid (fat): 10.0g', 'Energy: 140.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 140.0mg', 'Cholesterol: 370.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.0g', 'Fatty acids, total monounsaturated: 4.0g', 'Fatty acids, total polyunsaturated: 2.0g']",688267039317,Eggs,Natures Promise,"Eggs, Fresh, Brown, Large",90,Eggs & Substitutes,Dairy and eggs
200,LARGE CAGE-FREE EGGS,725439951753,"Delhaize America, Inc.",EGGS.,"['Carbohydrate, by difference: 0.0g', 'Fiber, total dietary: 0.0g', 'Protein: 12.0g', 'Total lipid (fat): 10.0g', 'Energy: 140.0kcal', 'Sugars, total including NLEA: 0.0g', 'Calcium, Ca: 56.0mg', 'Iron, Fe: 2.0mg', 'Potassium, K: 138.0mg', 'Sodium, Na: 140.0mg', 'Cholesterol: 370.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 3.0g']",725439951753,Eggs,Nature's Place,Large Brown Eggs,90,Eggs & Substitutes,Dairy and eggs
200,FETA CHEESE CRUMBLED,725439955874,"Delhaize America, Inc.","PASTEURIZED MILK, CHEESE CULTURES, SLAT, ENZYMES, POWERED CELLULOSE TO PREVENT CAKING, NATAMYCIN TO PROTECT FLAVOR.","['Calcium, Ca: 214.0mg', 'Iron, Fe: 0.0mg', 'Vitamin A, IU: 714.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Protein: 17.86g', 'Total lipid (fat): 21.43g', 'Carbohydrate, by difference: 3.57g', 'Energy: 286.0kcal', 'Sugars, total including NLEA: 0.0g', 'Sodium, Na: 1143.0mg', 'Cholesterol: 71.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 14.29g', 'Fiber, total dietary: 3.6g']",725439955874,Taste OF Inspirations Feta Cheese Crumbled 6 oz,Taste of Inspirations,Taste OF Inspirations Feta Cheese Crumbled 6 oz,25,Cheese & Substitutes,Dairy and eggs
200,ALMONDMILK,725439977630,"Delhaize America, Inc.","ALMONDMILK (FILTERED WATER, ALMONDS), CALCIUM CARBONATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, POTASSIUM CITRATE, SUNFLOWER LECITHIN, GELLAN GUM, VITAMIN A PALMITATE, VITAMIN D2 AND D-ALPHA-TOCOPHEROL (NATURAL VITAMIN E).","['Iron, Fe: 0.15mg', 'Zinc, Zn: 0.12mg', 'Copper, Cu: 0.033mg', 'Riboflavin: 0.014mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.08g', 'Protein: 0.42g', 'Total lipid (fat): 1.04g', 'Carbohydrate, by difference: 0.42g', 'Energy: 12.0kcal', 'Sugars, total including NLEA: 0.0g', 'Calcium, Ca: 188.0mg', 'Magnesium, Mg: 5.0mg', 'Phosphorus, P: 9.0mg', 'Potassium, K: 67.0mg', 'Sodium, Na: 71.0mg', 'Vitamin E: 2.0mg_ATE', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total monounsaturated: 0.62g', 'Fatty acids, total polyunsaturated: 0.21g', 'Fiber, total dietary: 0.4g']",725439977630,Almond Milk,Natures Place,"Unsweetened Vanilla Almond Milk, 0.50 Gallons",90,Milk & Substitutes,Dairy and eggs
